POSITION_ID_SUMONEPOS,TRIP_ID,CRUISENO,TRANSECT_NUMBER,DATE,TIME,PLANE_FLIGHT_HEIGHT,AVG_LON_PIC_CENTER,AVG_LAT_PIC_CENTER,TOTAL_PIC_AREA_ANALYSED,Common Guillemot,Common Guillemot or Razorbill,Razorbill,,TOTAL_PIC_AREA_ANALYSED,411.242498,density
CD0120220310080339,1,22_03_Zone067_01,20,20220310,08:03:39,557,6.266916375,54.14062888,0.033768,0,0,0,,Guillemot,97,0.24
CD0120220310080340,1,22_03_Zone067_01,20,20220310,08:03:40,556,6.26643975,54.14109763,0.033724,0,0,0,,Razorbill,719,1.75
CD0120220310080341,1,22_03_Zone067_01,20,20220310,08:03:41,556,6.265963,54.14156738,0.033696,0,0,0,,Razormot,278,0.68
CD0120220310080342,1,22_03_Zone067_01,20,20220310,08:03:42,555,6.26548675,54.1420385,0.033684,0,0,0,,All together,1094,2.66
CD0120220310080343,1,22_03_Zone067_01,20,20220310,08:03:43,555,6.265011375,54.14251113,0.033684,0,0,0,,,,
CD0120220310080344,1,22_03_Zone067_01,20,20220310,08:03:44,556,6.264537375,54.1429855,0.033688,0,0,0,,,,
CD0120220310080345,1,22_03_Zone067_01,20,20220310,08:03:45,556,6.264065375,54.143462,0.033704,0,0,0,,,,
CD0120220310080346,1,22_03_Zone067_01,20,20220310,08:03:46,556,6.263595375,54.14394038,0.03372,0,0,0,,,,
CD0120220310080347,1,22_03_Zone067_01,20,20220310,08:03:47,556,6.263128,54.14442113,0.033736,0,0,0,,,,
CD0120220310080348,1,22_03_Zone067_01,20,20220310,08:03:48,557,6.262663625,54.14490425,0.033756,0,0,0,,,,
CD0120220310080349,1,22_03_Zone067_01,20,20220310,08:03:49,557,6.262202875,54.14539025,0.033772,0,0,0,,,,
CD0120220310080350,1,22_03_Zone067_01,20,20220310,08:03:50,557,6.261746,54.145879,0.03378,0,0,0,,,,
CD0120220310080351,1,22_03_Zone067_01,20,20220310,08:03:51,557,6.261293,54.1463705,0.03378,0,0,0,,,,
CD0120220310080352,1,22_03_Zone067_01,20,20220310,08:03:52,557,6.26084175,54.1468645,0.033772,0,0,0,,,,
CD0120220310080353,1,22_03_Zone067_01,20,20220310,08:03:53,557,6.2603915,54.14736013,0.033756,0,0,0,,,,
CD0120220310080354,1,22_03_Zone067_01,20,20220310,08:03:54,556,6.2599415,54.14785775,0.033736,0,0,0,,,,
CD0120220310080355,1,22_03_Zone067_01,20,20220310,08:03:55,556,6.259492,54.14835688,0.033704,0,0,0,,,,
CD0120220310080356,1,22_03_Zone067_01,20,20220310,08:03:56,555,6.25904225,54.14885788,0.033668,0,0,0,,,,
CD0120220310080357,1,22_03_Zone067_01,20,20220310,08:03:57,555,6.25859225,54.1493605,0.033636,0,0,0,,,,
CD0120220310080358,1,22_03_Zone067_01,20,20220310,08:03:58,554,6.258142,54.14986488,0.033596,0,0,0,,,,
CD0120220310080359,1,22_03_Zone067_01,20,20220310,08:03:59,553,6.257691125,54.1503705,0.03356,0,0,0,,,,
CD0120220310080400,1,22_03_Zone067_01,20,20220310,08:04:00,553,6.2572395,54.15087775,0.03352,0,0,0,,,,
CD0120220310080401,1,22_03_Zone067_01,20,20220310,08:04:01,552,6.25678675,54.15138663,0.033484,0,0,0,,,,
CD0120220310080402,1,22_03_Zone067_01,20,20220310,08:04:02,552,6.256333,54.15189688,0.033452,0,0,0,,,,
CD0120220310080403,1,22_03_Zone067_01,20,20220310,08:04:03,551,6.255877625,54.1524085,0.033424,0,0,0,,,,
CD0120220310080404,1,22_03_Zone067_01,20,20220310,08:04:04,551,6.255420875,54.1529215,0.033408,0,0,0,,,,
CD0120220310080405,1,22_03_Zone067_01,20,20220310,08:04:05,551,6.2549635,54.153436,0.033392,0,0,0,,,,
CD0120220310080406,1,22_03_Zone067_01,20,20220310,08:04:06,551,6.25450575,54.15395238,0.033384,0,0,0,,,,
CD0120220310080407,1,22_03_Zone067_01,20,20220310,08:04:07,550,6.254048,54.15446988,0.03338,0,0,0,,,,
CD0120220310080408,1,22_03_Zone067_01,20,20220310,08:04:08,550,6.253590125,54.154989,0.033384,0,0,0,,,,
CD0120220310080409,1,22_03_Zone067_01,20,20220310,08:04:09,551,6.253132375,54.15550938,0.033388,0,0,0,,,,
CD0120220310080410,1,22_03_Zone067_01,20,20220310,08:04:10,551,6.252674875,54.156031,0.033396,0,0,0,,,,
CD0120220310080411,1,22_03_Zone067_01,20,20220310,08:04:11,551,6.2522175,54.156554,0.033404,0,0,0,,,,
CD0120220310080412,1,22_03_Zone067_01,20,20220310,08:04:12,551,6.2517605,54.15707788,0.033416,0,0,0,,,,
CD0120220310080413,1,22_03_Zone067_01,20,20220310,08:04:13,551,6.251304,54.15760288,0.033424,0,0,0,,,,
CD0120220310080414,1,22_03_Zone067_01,20,20220310,08:04:14,551,6.250848,54.15812863,0.03344,0,0,0,,,,
CD0120220310080415,1,22_03_Zone067_01,20,20220310,08:04:15,552,6.250393,54.1586555,0.033448,0,0,0,,,,
CD0120220310080416,1,22_03_Zone067_01,20,20220310,08:04:16,552,6.249938875,54.15918338,0.033456,0,0,0,,,,
CD0120220310080417,1,22_03_Zone067_01,20,20220310,08:04:17,552,6.2494855,54.15971138,0.033464,0,0,0,,,,
CD0120220310080418,1,22_03_Zone067_01,20,20220310,08:04:18,552,6.24903275,54.16024025,0.033468,0,0,0,,,,
CD0120220310080419,1,22_03_Zone067_01,20,20220310,08:04:19,552,6.248580625,54.1607695,0.033468,0,0,0,,,,
CD0120220310080420,1,22_03_Zone067_01,20,20220310,08:04:20,552,6.248129125,54.1612995,0.033468,0,0,0,,,,
CD0120220310080421,1,22_03_Zone067_01,20,20220310,08:04:21,552,6.247678125,54.16183025,0.033468,0,0,0,,,,
CD0120220310080422,1,22_03_Zone067_01,20,20220310,08:04:22,552,6.247227625,54.16236113,0.033468,0,0,0,,,,
CD0120220310080423,1,22_03_Zone067_01,20,20220310,08:04:23,552,6.246777625,54.1628925,0.033468,0,0,0,,,,
CD0120220310080424,1,22_03_Zone067_01,20,20220310,08:04:24,552,6.246328125,54.1634245,0.033468,0,0,0,,,,
CD0120220310080425,1,22_03_Zone067_01,20,20220310,08:04:25,552,6.2458795,54.16395688,0.033464,0,0,0,,,,
CD0120220310080426,1,22_03_Zone067_01,20,20220310,08:04:26,552,6.245430875,54.16448975,0.033464,0,0,0,,,,
CD0120220310080427,1,22_03_Zone067_01,20,20220310,08:04:27,552,6.244982875,54.165023,0.03346,0,0,0,,,,
CD0120220310080428,1,22_03_Zone067_01,20,20220310,08:04:28,552,6.244535125,54.16555688,0.03346,0,0,3,,,,
CD0120220310080429,1,22_03_Zone067_01,20,20220310,08:04:29,552,6.244088,54.166091,0.033464,0,0,0,,,,
CD0120220310080430,1,22_03_Zone067_01,20,20220310,08:04:30,552,6.2436415,54.1666255,0.033464,0,0,0,,,,
CD0120220310080431,1,22_03_Zone067_01,20,20220310,08:04:31,552,6.243195875,54.16716038,0.033468,0,0,0,,,,
CD0120220310080432,1,22_03_Zone067_01,20,20220310,08:04:32,552,6.242751,54.16769563,0.033472,0,0,0,,,,
CD0120220310080433,1,22_03_Zone067_01,20,20220310,08:04:33,552,6.242307875,54.168231,0.033476,0,0,0,,,,
CD0120220310080434,1,22_03_Zone067_01,20,20220310,08:04:34,552,6.241866,54.16876663,0.033484,0,0,0,,,,
CD0120220310080435,1,22_03_Zone067_01,20,20220310,08:04:35,552,6.241425375,54.16930225,0.033484,0,0,0,,,,
CD0120220310080436,1,22_03_Zone067_01,20,20220310,08:04:36,552,6.240986375,54.16983788,0.033492,0,0,0,,,,
CD0120220310080437,1,22_03_Zone067_01,20,20220310,08:04:37,552,6.240549125,54.1703735,0.033492,0,0,0,,,,
CD0120220310080438,1,22_03_Zone067_01,20,20220310,08:04:38,552,6.2401135,54.170909,0.033492,0,0,0,,,,
CD0120220310080439,1,22_03_Zone067_01,20,20220310,08:04:39,552,6.23968025,54.17144388,0.033492,0,0,0,,,,
CD0120220310080440,1,22_03_Zone067_01,20,20220310,08:04:40,552,6.23924875,54.1719785,0.033492,0,0,0,,,,
CD0120220310080441,1,22_03_Zone067_01,20,20220310,08:04:41,552,6.238819875,54.172513,0.033484,0,0,0,,,,
CD0120220310080442,1,22_03_Zone067_01,20,20220310,08:04:42,552,6.238393125,54.173047,0.03348,0,0,0,,,,
CD0120220310080443,1,22_03_Zone067_01,20,20220310,08:04:43,552,6.237967875,54.17358,0.033468,0,0,0,,,,
CD0120220310080444,1,22_03_Zone067_01,20,20220310,08:04:44,552,6.2375445,54.17411213,0.033456,0,0,0,,,,
CD0120220310080445,1,22_03_Zone067_01,20,20220310,08:04:45,551,6.237122375,54.17464388,0.033444,0,0,0,,,,
CD0120220310080446,1,22_03_Zone067_01,20,20220310,08:04:46,551,6.236701375,54.175175,0.033432,0,0,0,,,,
CD0120220310080447,1,22_03_Zone067_01,20,20220310,08:04:47,551,6.236281625,54.175705,0.033416,0,0,0,,,,
CD0120220310080448,1,22_03_Zone067_01,20,20220310,08:04:48,551,6.23586325,54.17623475,0.0334,0,0,0,,,,
CD0120220310080449,1,22_03_Zone067_01,20,20220310,08:04:49,550,6.235445375,54.17676363,0.033384,0,0,0,,,,
CD0120220310080450,1,22_03_Zone067_01,20,20220310,08:04:50,550,6.23502825,54.17729163,0.033368,0,0,0,,,,
CD0120220310080451,1,22_03_Zone067_01,20,20220310,08:04:51,550,6.234612,54.17781938,0.033356,0,0,1,,,,
CD0120220310080452,1,22_03_Zone067_01,20,20220310,08:04:52,550,6.23419625,54.17834625,0.03334,0,0,0,,,,
CD0120220310080453,1,22_03_Zone067_01,20,20220310,08:04:53,550,6.233780875,54.1788725,0.033332,0,0,0,,,,
CD0120220310080454,1,22_03_Zone067_01,20,20220310,08:04:54,550,6.233365625,54.179398,0.033324,0,0,0,,,,
CD0120220310080455,1,22_03_Zone067_01,20,20220310,08:04:55,549,6.23295125,54.179923,0.033324,0,0,0,,,,
CD0120220310080456,1,22_03_Zone067_01,20,20220310,08:04:56,549,6.232536625,54.18044738,0.033324,0,0,0,,,,
CD0120220310080457,1,22_03_Zone067_01,20,20220310,08:04:57,550,6.232123,54.180971,0.033324,0,0,0,,,,
CD0120220310080458,1,22_03_Zone067_01,20,20220310,08:04:58,550,6.2317095,54.181494,0.033328,0,0,0,,,,
CD0120220310080459,1,22_03_Zone067_01,20,20220310,08:04:59,550,6.231296875,54.18201613,0.033332,0,0,0,,,,
CD0120220310080500,1,22_03_Zone067_01,20,20220310,08:05:00,550,6.2308845,54.18253738,0.03334,0,0,0,,,,
CD0120220310080501,1,22_03_Zone067_01,20,20220310,08:05:01,550,6.230473,54.18305788,0.033348,0,0,0,,,,
CD0120220310080502,1,22_03_Zone067_01,20,20220310,08:05:02,550,6.230061625,54.183577,0.033356,0,0,0,,,,
CD0120220310080503,1,22_03_Zone067_01,20,20220310,08:05:03,550,6.229651125,54.18409538,0.033364,0,0,0,,,,
CD0120220310080504,1,22_03_Zone067_01,20,20220310,08:05:04,550,6.229241375,54.1846125,0.033376,0,0,0,,,,
CD0120220310080505,1,22_03_Zone067_01,20,20220310,08:05:05,551,6.228832,54.18512813,0.033384,0,0,0,,,,
CD0120220310080506,1,22_03_Zone067_01,20,20220310,08:05:06,551,6.22842325,54.18564288,0.033396,0,0,0,,,,
CD0120220310080507,1,22_03_Zone067_01,20,20220310,08:05:07,551,6.228015375,54.18615613,0.0334,0,0,0,,,,
CD0120220310080508,1,22_03_Zone067_01,20,20220310,08:05:08,551,6.22760775,54.186668,0.033408,0,1,0,,,,
CD0120220310080509,1,22_03_Zone067_01,20,20220310,08:05:09,551,6.2272015,54.18717863,0.033416,0,0,0,,,,
CD0120220310080510,1,22_03_Zone067_01,20,20220310,08:05:10,551,6.2267955,54.187688,0.033424,0,0,0,,,,
CD0120220310080511,1,22_03_Zone067_01,20,20220310,08:05:11,551,6.226390625,54.18819638,0.033424,0,0,0,,,,
CD0120220310080512,1,22_03_Zone067_01,20,20220310,08:05:12,551,6.225986375,54.1887035,0.033432,0,0,3,,,,
CD0120220310080513,1,22_03_Zone067_01,20,20220310,08:05:13,551,6.225583,54.18920963,0.033432,0,0,1,,,,
CD0120220310080514,1,22_03_Zone067_01,20,20220310,08:05:14,551,6.22518,54.189715,0.03344,0,0,0,,,,
CD0120220310080515,1,22_03_Zone067_01,20,20220310,08:05:15,551,6.224777375,54.19021925,0.03344,0,0,0,,,,
CD0120220310080516,1,22_03_Zone067_01,20,20220310,08:05:16,552,6.2243755,54.19072263,0.033448,0,0,0,,,,
CD0120220310080517,1,22_03_Zone067_01,20,20220310,08:05:17,552,6.223974125,54.19122513,0.033452,0,0,0,,,,
CD0120220310080518,1,22_03_Zone067_01,20,20220310,08:05:18,552,6.223573125,54.191727,0.03346,0,0,0,,,,
CD0120220310080519,1,22_03_Zone067_01,20,20220310,08:05:19,552,6.22317275,54.1922285,0.033464,0,0,0,,,,
CD0120220310080520,1,22_03_Zone067_01,20,20220310,08:05:20,552,6.2227725,54.19272938,0.033476,0,0,0,,,,
CD0120220310080521,1,22_03_Zone067_01,20,20220310,08:05:21,552,6.2223735,54.1932295,0.033484,0,0,0,,,,
CD0120220310080522,1,22_03_Zone067_01,20,20220310,08:05:22,552,6.221975,54.19372938,0.033492,0,0,0,,,,
CD0120220310080523,1,22_03_Zone067_01,20,20220310,08:05:23,552,6.22157725,54.194229,0.0335,0,0,0,,,,
CD0120220310080524,1,22_03_Zone067_01,20,20220310,08:05:24,553,6.221180875,54.19472838,0.033516,0,0,0,,,,
CD0120220310080525,1,22_03_Zone067_01,20,20220310,08:05:25,553,6.220785375,54.19522725,0.033524,0,0,0,,,,
CD0120220310080526,1,22_03_Zone067_01,20,20220310,08:05:26,553,6.2203915,54.19572575,0.033536,0,0,0,,,,
CD0120220310080527,1,22_03_Zone067_01,20,20220310,08:05:27,553,6.219998375,54.196224,0.033544,0,0,0,,,,
CD0120220310080528,1,22_03_Zone067_01,20,20220310,08:05:28,553,6.219606625,54.19672238,0.033556,0,0,0,,,,
CD0120220310080529,1,22_03_Zone067_01,20,20220310,08:05:29,553,6.219216625,54.19722038,0.033564,0,0,0,,,,
CD0120220310080530,1,22_03_Zone067_01,20,20220310,08:05:30,554,6.218828125,54.197718,0.033568,0,0,0,,,,
CD0120220310080531,1,22_03_Zone067_01,20,20220310,08:05:31,554,6.218441,54.19821588,0.033576,0,0,0,,,,
CD0120220310080532,1,22_03_Zone067_01,20,20220310,08:05:32,554,6.21805575,54.19871375,0.033576,0,0,0,,,,
CD0120220310080533,1,22_03_Zone067_01,20,20220310,08:05:33,554,6.21767175,54.19921113,0.033584,0,0,0,,,,
CD0120220310080534,1,22_03_Zone067_01,20,20220310,08:05:34,554,6.217288125,54.19970825,0.033576,0,0,0,,,,
CD0120220310080535,1,22_03_Zone067_01,20,20220310,08:05:35,554,6.216905125,54.2002055,0.033576,0,0,0,,,,
CD0120220310080536,1,22_03_Zone067_01,20,20220310,08:05:36,554,6.216522,54.20070213,0.033576,0,0,0,,,,
CD0120220310080537,1,22_03_Zone067_01,20,20220310,08:05:37,554,6.216138875,54.20119875,0.033568,0,0,0,,,,
CD0120220310080538,1,22_03_Zone067_01,20,20220310,08:05:38,553,6.2157555,54.201695,0.03356,0,0,0,,,,
CD0120220310080539,1,22_03_Zone067_01,20,20220310,08:05:39,553,6.215371875,54.20219125,0.033556,0,0,0,,,,
CD0120220310080540,1,22_03_Zone067_01,20,20220310,08:05:40,553,6.2149875,54.2026875,0.033548,0,0,0,,,,
CD0120220310080541,1,22_03_Zone067_01,20,20220310,08:05:41,553,6.214602375,54.2031835,0.033544,0,0,0,,,,
CD0120220310080542,1,22_03_Zone067_01,20,20220310,08:05:42,553,6.214216375,54.20367975,0.033536,0,0,0,,,,
CD0120220310080543,1,22_03_Zone067_01,20,20220310,08:05:43,553,6.213829,54.20417588,0.033532,0,0,0,,,,
CD0120220310080544,1,22_03_Zone067_01,20,20220310,08:05:44,553,6.2134405,54.204672,0.033528,0,0,0,,,,
CD0120220310080545,1,22_03_Zone067_01,20,20220310,08:05:45,553,6.213050375,54.20516863,0.033524,0,0,0,,,,
CD0120220310080546,1,22_03_Zone067_01,20,20220310,08:05:46,553,6.212659,54.20566538,0.033524,0,0,0,,,,
CD0120220310080547,1,22_03_Zone067_01,20,20220310,08:05:47,553,6.212266625,54.206162,0.033528,0,0,0,,,,
CD0120220310080548,1,22_03_Zone067_01,20,20220310,08:05:48,553,6.2118735,54.20665925,0.033532,0,0,0,,,,
CD0120220310080549,1,22_03_Zone067_01,20,20220310,08:05:49,553,6.21147925,54.20715638,0.033532,0,0,0,,,,
CD0120220310080550,1,22_03_Zone067_01,20,20220310,08:05:50,553,6.211084,54.20765363,0.03354,0,0,0,,,,
CD0120220310080551,1,22_03_Zone067_01,20,20220310,08:05:51,553,6.210688,54.20815075,0.033548,0,0,0,,,,
CD0120220310080552,1,22_03_Zone067_01,20,20220310,08:05:52,553,6.2102915,54.20864775,0.03356,1,0,0,,,,
CD0120220310080553,1,22_03_Zone067_01,20,20220310,08:05:53,554,6.20989425,54.20914475,0.033568,0,1,1,,,,
CD0120220310080554,1,22_03_Zone067_01,20,20220310,08:05:54,554,6.20949625,54.20964125,0.033576,0,1,1,,,,
CD0120220310080555,1,22_03_Zone067_01,20,20220310,08:05:55,554,6.209097625,54.21013738,0.033592,0,0,0,,,,
CD0120220310080556,1,22_03_Zone067_01,20,20220310,08:05:56,554,6.2086985,54.21063313,0.033608,0,0,0,,,,
CD0120220310080557,1,22_03_Zone067_01,20,20220310,08:05:57,554,6.208298875,54.2111285,0.033624,0,0,0,,,,
CD0120220310080558,1,22_03_Zone067_01,20,20220310,08:05:58,555,6.207898625,54.2116235,0.033644,0,0,0,,,,
CD0120220310080559,1,22_03_Zone067_01,20,20220310,08:05:59,555,6.2074985,54.21211775,0.03366,0,0,0,,,,
